,datadate,iter_num,previous_total_asset,end_total_asset,total_reward,total_cost,total_trade,sharpe
0,20160331.0,126.0,1000000.0,1005881.2013606144,5881.201360614388,2794.945422224172,1305.0,0.027396772681388064
1,20160628.0,189.0,1005881.2013606144,1001194.0765956887,-4687.124764925684,1194.327802768545,1135.0,0.003963481285926275
2,20160923.0,252.0,1001194.0765956887,1098042.107805352,96848.03120966326,5650.959391845604,1447.0,0.29880630401761704
3,20161221.0,315.0,1098042.107805352,1145072.0266705551,47029.91886520316,4397.1822017703325,1480.0,0.20462448331349273
4,20170321.0,378.0,1145072.0266705551,1203043.1501616363,57971.123491081176,3648.0860722057137,1426.0,0.3691582937581401
5,20170621.0,441.0,1203043.1501616363,1278918.3224960752,75875.17233443889,5054.4032061031385,1407.0,0.37502551641357185
6,20170918.0,504.0,1278918.3224960752,1286989.859936393,8071.537440317916,3155.68009194383,1385.0,0.03404188449144726
7,20171214.0,567.0,1286989.859936393,1285788.1999136754,-1201.6600227176677,4790.31000774683,883.0,-0.009179786337217938
8,20180316.0,630.0,1285788.1999136754,1343534.2454015054,57746.04548782995,3691.7616029678106,1362.0,0.15409255710344424
9,20180618.0,693.0,1343534.2454015054,1535600.059892056,192065.81449055066,1359.9406748195884,1222.0,0.4252061916539229
10,20180913.0,756.0,1535600.059892056,1547797.0153647796,12196.95547272358,2422.4708273535853,1343.0,0.03435942418280582
11,20181211.0,819.0,1547797.0153647796,1424606.7779127394,-123190.2374520402,3081.9908095267356,597.0,-0.5178051416070635
12,20190313.0,882.0,1424606.7779127394,1519800.1571532295,95193.37924049003,5167.098891616403,970.0,0.35600881169546345
13,20190613.0,945.0,1519800.1571532295,1512565.4022412314,-7234.754911998054,4831.377847826802,923.0,-0.03638516920225588
14,20190910.0,1008.0,1512565.4022412314,1481993.998918903,-30571.403322328348,5954.483109545954,1304.0,-0.06279994457783875
15,20191206.0,1071.0,1481993.998918903,1552253.2311766169,70259.2322577138,1401.6918167017307,1211.0,0.19305890610669565
16,20200309.0,1134.0,1552253.2311766169,1573379.5199526118,21126.288775994908,2522.456410385641,430.0,0.14208726480570022
17,20200609.0,1197.0,1573379.5199526118,1763692.2624620234,190312.74250941165,4524.983007257522,1111.0,0.3056657705894536
