,datadate,iter_num,previous_total_asset,end_total_asset,total_reward,total_cost,total_trade,sharpe
0,20160401.0,126.0,1000000.0,998696.0347588839,-1303.9652411161223,3546.0137777461355,1063.0,-0.00017653940785744383
1,20160630.0,189.0,998696.0347588839,977291.355867663,-21404.67889122083,1347.6441875400308,429.0,-0.2033041441333271
2,20160927.0,252.0,977291.355867663,1050553.578864421,73262.22299675795,4588.902940953536,1387.0,0.2685404696600467
3,20161227.0,315.0,1050553.578864421,1100785.2387356218,50231.6598712008,3446.0707928003494,939.0,0.5029400594581869
4,20170324.0,378.0,1100785.2387356218,1164333.2064696252,63547.96773400344,2055.9576342244955,782.0,0.2736466782691541
5,20170626.0,441.0,1164333.2064696252,1240288.672917537,75955.46644791169,1241.746391419227,1027.0,0.28113012438872825
6,20170921.0,504.0,1240288.672917537,1175273.9915778004,-65014.68133973656,1529.4060315149036,989.0,-0.18872658519896413
7,20171219.0,567.0,1175273.9915778004,1246072.797006615,70798.80542881461,1058.6389017669856,1115.0,0.2377904470676211
8,20180321.0,630.0,1246072.797006615,1261572.7387931882,15499.941786573268,2064.3820862566436,573.0,0.09593551320595639
9,20180621.0,693.0,1261572.7387931882,1263173.5430606965,1600.8042675082106,2557.014230418197,637.0,0.01686109741457101
10,20180918.0,756.0,1263173.5430606965,1262886.5145753266,-287.0284853698686,912.039436164367,245.0,-0.005741632554188572
11,20181217.0,819.0,1262886.5145753266,1263046.506633338,159.99205801147036,944.7019306711485,261.0,0.007522657156452294
12,20190321.0,882.0,1263046.506633338,1310742.0887060075,47695.58207266941,3261.0407160971945,1182.0,0.14237530688048877
13,20190624.0,945.0,1310742.0887060075,1372909.0287594432,62166.94005343574,1635.7231846948175,513.0,0.34522614475455754
14,20190919.0,1008.0,1372909.0287594432,1401593.1590660084,28684.130306565203,2477.19643819829,1299.0,0.09650088099089614
15,20191218.0,1071.0,1401593.1590660084,1459471.9641657644,57878.80509975599,3145.75350392971,618.0,0.23869440440367745
16,20200323.0,1134.0,1459471.9641657644,1457300.6447310033,-2171.3194347610697,1844.1089608104041,483.0,-0.08221592873307512
17,20200624.0,1197.0,1457300.6447310033,1642560.1711734654,185259.5264424621,3481.191612334363,1285.0,0.2554217941559218
