,datadate,iter_num,previous_total_asset,end_total_asset,total_reward,total_cost,total_trade,sharpe
0,20160404.0,126.0,1000000.0,1106478.230265051,106478.2302650509,5464.62737333151,1450.0,0.34384604804531776
1,20160701.0,189.0,1106478.230265051,1148890.2915274017,42412.06126235076,4805.864713401531,1447.0,0.13833076088442575
2,20160930.0,252.0,1148890.2915274017,1181715.8509452858,32825.5594178841,7202.652272130351,1646.0,0.14422821121331286
3,20161230.0,315.0,1181715.8509452858,1236676.5862252163,54960.73527993052,6617.786224344174,1586.0,0.23473948112121196
4,20170403.0,378.0,1236676.5862252163,1296989.2566578058,60312.67043258948,5792.979105823571,1447.0,0.33944228238662183
5,20170703.0,441.0,1296989.2566578058,1304435.7587056574,7446.502047851682,5969.191906746655,1184.0,0.07097959273837044
6,20171002.0,504.0,1304435.7587056574,1393194.583774175,88758.82506851759,9313.818130112442,1587.0,0.4588413168666522
7,20180102.0,567.0,1393194.583774175,1525145.5951171948,131951.01134301978,8969.405399101479,1569.0,0.6076137801099106
8,20180404.0,630.0,1525145.5951171948,1556311.7617700545,31166.166652859654,2640.8343141775267,382.0,0.15686967106840316
9,20180703.0,693.0,1556311.7617700545,1516409.3099098743,-39902.451860180125,6620.84622417578,1015.0,-0.1593694808670466
10,20181002.0,756.0,1516409.3099098743,1538487.3381529097,22078.02824303531,6445.110495223272,992.0,0.27378909244361627
11,20190103.0,819.0,1538487.3381529097,1551225.848629578,12738.510476668365,823.6648938893117,161.0,0.28814618627639377
12,20190404.0,882.0,1551225.848629578,1660743.1533582767,109517.30472869868,7005.914579888256,1465.0,0.3068501959486441
13,20190705.0,945.0,1660743.1533582767,1663510.7822694844,2767.628911207663,1207.957319816893,180.0,0.21134857075414104
14,20191003.0,1008.0,1663510.7822694844,1657448.2315384457,-6062.550731038675,2050.3826654783256,341.0,-0.13627280981571605
15,20200103.0,1071.0,1657448.2315384457,1656249.0770320715,-1199.1545063741505,311.2710236453914,54.0,-0.29140049859944556
16,20200403.0,1134.0,1656249.0770320715,1645033.6012288984,-11215.475803173147,651.5359771171723,146.0,-0.45060754855980983
17,20200706.0,1197.0,1645033.6012288984,1651213.755019107,6180.153790208511,566.4128427375385,113.0,0.2071324883816229
