,datadate,iter_num,previous_total_asset,end_total_asset,total_reward,total_cost,total_trade,sharpe
0,20160404.0,126.0,1000000.0,1072337.3296734444,72337.32967344439,3341.962607366481,1173.0,0.22176729655165803
1,20160701.0,189.0,1072337.3296734444,1062897.1483286382,-9440.181344806217,1190.8543885952956,1008.0,-0.024463729554047218
2,20160930.0,252.0,1062897.1483286382,1123040.358656454,60143.21032781573,1321.5757375849491,1076.0,0.2627428485671852
3,20161230.0,315.0,1123040.358656454,1221222.9642646224,98182.60560816852,1648.557753267247,963.0,0.4993222800483699
4,20170403.0,378.0,1221222.9642646224,1230323.9841202537,9101.019855631283,1505.7270970838183,939.0,0.046723053657406366
5,20170703.0,441.0,1230323.9841202537,1235870.1156830124,5546.131562758703,6979.926705416861,1289.0,0.03932484149920042
6,20171002.0,504.0,1235870.1156830124,1368294.6216210495,132424.50593803707,5555.998841353466,1295.0,0.588286329732697
7,20180102.0,567.0,1368294.6216210495,1468828.7477965944,100534.12617554492,2182.8514439730093,1084.0,0.5425520342013348
8,20180404.0,630.0,1468828.7477965944,1497713.3076760967,28884.55987950228,2637.550861281187,351.0,0.12857117042013433
9,20180703.0,693.0,1497713.3076760967,1483223.7696970943,-14489.537979002343,6171.84852775318,984.0,-0.07265189970989518
10,20181002.0,756.0,1483223.7696970943,1496699.0616140228,13475.291916928487,5957.451571927786,828.0,0.12389865287244015
11,20190103.0,819.0,1496699.0616140228,1507256.4010568103,10557.33944278746,968.4801093463261,148.0,0.2213145003505316
12,20190404.0,882.0,1507256.4010568103,1651397.260042493,144140.85898568272,6846.338496218245,1281.0,0.42075709367799957
13,20190705.0,945.0,1651397.260042493,1658428.8186729434,7031.558630450396,1306.5158492984278,167.0,0.3612341773869352
14,20191003.0,1008.0,1658428.8186729434,1659692.8601204655,1264.0414475221187,1685.3665923607127,293.0,0.035175298186728744
15,20200103.0,1071.0,1659692.8601204655,1659702.4728008509,9.612680385354906,323.22135457204814,64.0,0.001816587892062311
16,20200403.0,1134.0,1659702.4728008509,1645921.404655123,-13781.068145727972,753.565385158439,160.0,-0.4291242074272216
17,20200706.0,1197.0,1645921.404655123,1649799.6123800117,3878.207724888809,495.51345923372264,94.0,0.20212875224005802
