,datadate,iter_num,begin_total_asset,end_total_asset,step_reward,turbulence,turbulence_threshold
0,20160105.0,126.0,1000000.0,999875.0739712935,-124.92602870648261,76.74834669173356,171.0940715631016
1,20160106.0,126.0,999875.0739712935,998122.1577908224,-1752.9161804710748,73.44828545163648,171.0940715631016
2,20160107.0,126.0,998122.1577908224,994263.0525607453,-3859.10523007717,64.97875977922243,171.0940715631016
3,20160108.0,126.0,994263.0525607453,992069.5255336944,-2193.527027050848,64.30284177449941,171.0940715631016
4,20160111.0,126.0,992069.5255336944,991713.8696797757,-355.65585391875356,63.59754794373181,171.0940715631016
5,20160112.0,126.0,991713.8696797757,991556.2943377653,-157.57534201035742,60.479092274092224,171.0940715631016
6,20160113.0,126.0,991556.2943377653,983417.9365383779,-8138.3577993874205,48.34159869648286,171.0940715631016
7,20160114.0,126.0,983417.9365383779,989976.0518641986,6558.115325820749,51.37578652190349,171.0940715631016
8,20160115.0,126.0,989976.0518641986,976289.6749346615,-13686.37692953716,55.07025891281538,171.0940715631016
9,20160119.0,126.0,976289.6749346615,974097.2076477332,-2192.467286928324,61.982376036134575,171.0940715631016
10,20160120.0,126.0,974097.2076477332,964705.2421747873,-9391.965472945827,62.83532271063415,171.0940715631016
11,20160121.0,126.0,964705.2421747873,970908.9342553857,6203.6920805983245,65.31196216544198,171.0940715631016
12,20160122.0,126.0,970908.9342553857,983070.3170346078,12161.382779222098,80.73402849510933,171.0940715631016
13,20160125.0,126.0,983070.3170346078,973923.6790032331,-9146.638031374663,78.96129802558653,171.0940715631016
14,20160126.0,126.0,973923.6790032331,982592.3133881522,8668.634384919074,98.3054627070323,171.0940715631016
15,20160127.0,126.0,982592.3133881522,973152.403149476,-9439.910238676122,118.8089129678022,171.0940715631016
16,20160128.0,126.0,973152.403149476,978826.7384310305,5674.335281554493,125.35874831961635,171.0940715631016
17,20160129.0,126.0,978826.7384310305,997625.3993666703,18798.660935639753,146.69610037876666,171.0940715631016
18,20160201.0,126.0,997625.3993666703,1000595.2113276799,2969.811961009633,138.98080770846104,171.0940715631016
19,20160202.0,126.0,1000595.2113276799,999883.2465484526,-711.9647792272735,150.27282717418174,171.0940715631016
20,20160203.0,126.0,999883.2465484526,1014513.1252486174,14629.878700164729,164.81635181346311,171.0940715631016
21,20160204.0,126.0,1014513.1252486174,1024456.2597920205,9943.134543403168,159.7826589418797,171.0940715631016
22,20160205.0,126.0,1024456.2597920205,1014988.2391942496,-9468.020597770927,165.05817479475604,171.0940715631016
23,20160208.0,126.0,1014988.2391942496,1002976.3479809049,-12011.89121334476,165.16296408971462,171.0940715631016
24,20160209.0,126.0,1002976.3479809049,1000295.5592505237,-2680.788730381173,143.65416426281934,171.0940715631016
25,20160210.0,126.0,1000295.5592505237,989261.3791928858,-11034.18005763786,129.16608258133985,171.0940715631016
26,20160211.0,126.0,989261.3791928858,971153.4259985645,-18107.953194321366,119.24530938164445,171.0940715631016
27,20160212.0,126.0,971153.4259985645,997759.5756801143,26606.14968154987,132.36270058497198,171.0940715631016
28,20160216.0,126.0,997759.5756801143,1013077.4017612545,15317.8260811402,122.25994983177824,171.0940715631016
29,20160217.0,126.0,1013077.4017612545,1032204.1794389781,19126.777677723556,111.7679634583375,171.0940715631016
30,20160218.0,126.0,1032204.1794389781,1027957.5894573359,-4246.5899816422025,118.60361633212852,171.0940715631016
31,20160219.0,126.0,1027957.5894573359,1023320.4528347666,-4637.136622569291,119.6501440344186,171.0940715631016
32,20160222.0,126.0,1023320.4528347666,1039172.9784690536,15852.525634287042,104.8901816883255,171.0940715631016
33,20160223.0,126.0,1039172.9784690536,1020149.5788362824,-19023.399632771267,99.99718682717271,171.0940715631016
34,20160224.0,126.0,1020149.5788362824,1023680.4696856972,3530.8908494148636,100.94714209695948,171.0940715631016
35,20160225.0,126.0,1023680.4696856972,1038062.1969848358,14381.727299138554,113.56484851218413,171.0940715631016
36,20160226.0,126.0,1038062.1969848358,1039044.6811009322,982.4841160963988,105.22115635729836,171.0940715631016
37,20160229.0,126.0,1039044.6811009322,1034591.2423051731,-4453.43879575911,88.79384248116797,171.0940715631016
38,20160301.0,126.0,1034591.2423051731,1062612.7685550612,28021.52624988812,83.65846919789395,171.0940715631016
39,20160302.0,126.0,1062612.7685550612,1062928.453533453,315.68497839174233,82.68801993170342,171.0940715631016
40,20160303.0,126.0,1062928.453533453,1068549.814243151,5621.360709698172,72.61918109229288,171.0940715631016
41,20160304.0,126.0,1068549.814243151,1075857.2863259767,7307.47208282561,70.23923251927624,171.0940715631016
42,20160307.0,126.0,1075857.2863259767,1078004.8209419446,2147.5346159678884,61.90868145148092,171.0940715631016
43,20160308.0,126.0,1078004.8209419446,1062533.455460465,-15471.36548147956,68.79503889719822,171.0940715631016
44,20160309.0,126.0,1062533.455460465,1068535.8539380035,6002.398477538489,61.29686182489816,171.0940715631016
45,20160310.0,126.0,1068535.8539380035,1064646.8364522848,-3889.0174857187085,57.83065616352437,171.0940715631016
46,20160311.0,126.0,1064646.8364522848,1084775.2974306892,20128.460978404386,57.81369493088192,171.0940715631016
47,20160314.0,126.0,1084775.2974306892,1083435.606065464,-1339.6913652252406,58.27120883501057,171.0940715631016
48,20160315.0,126.0,1083435.606065464,1083717.9690070364,282.36294157244265,62.404928785697,171.0940715631016
49,20160316.0,126.0,1083717.9690070364,1093587.969844507,9870.000837470638,69.40233316274771,171.0940715631016
50,20160317.0,126.0,1093587.969844507,1105344.1203462633,11756.15050175623,69.38766863687822,171.0940715631016
