,datadate,iter_num,previous_total_asset,end_total_asset,total_reward,total_cost,total_trade,sharpe
0,20160331.0,126.0,1000000.0,973846.3478493909,-26153.652150609065,2611.329320868351,1215.0,-0.03761466421535632
1,20160628.0,189.0,973846.3478493909,899972.4855074461,-73873.86234194483,1044.3589521479607,1162.0,-0.14757840150852794
2,20160923.0,252.0,899972.4855074461,1025202.6708571727,125230.18534972658,1248.8961518131875,937.0,0.34924489976536954
3,20161221.0,315.0,1025202.6708571727,1109353.8278711666,84151.15701399394,4085.494596926888,1202.0,0.3107210074256691
4,20170321.0,378.0,1109353.8278711666,1182534.628822417,73180.80095125036,1342.8447652818954,1054.0,0.4851829519512124
5,20170621.0,441.0,1182534.628822417,1260039.4838351947,77504.85501277773,3460.7577490873596,1133.0,0.346575821745717
6,20170918.0,504.0,1260039.4838351947,1250038.7505632804,-10000.733271914301,3888.3728960461567,1209.0,-0.02668233898436725
7,20171214.0,567.0,1250038.7505632804,1267743.1465681768,17704.396004896378,4850.502301023358,968.0,0.22974512008602466
8,20180316.0,630.0,1267743.1465681768,1312308.2437570894,44565.097188912565,2659.515337214438,1040.0,0.11791062140536983
9,20180618.0,693.0,1312308.2437570894,1433829.3509577285,121521.10720063909,2465.340098551859,1203.0,0.3549049765768493
10,20180913.0,756.0,1433829.3509577285,1457731.8292882284,23902.47833049996,1750.613212209986,1236.0,0.05888672502444169
11,20181211.0,819.0,1457731.8292882284,1295764.5832119046,-161967.2460763238,3855.73622402384,606.0,-0.514606194790477
12,20190313.0,882.0,1295764.5832119046,1362822.4933474264,67057.91013552179,3991.009233797499,690.0,0.3357639532188685
13,20190613.0,945.0,1362822.4933474264,1331884.7010998062,-30937.79224762018,4562.679025097351,804.0,-0.1960861403039508
14,20190910.0,1008.0,1331884.7010998062,1365060.998088649,33176.296988842776,4539.945279344467,1296.0,0.09308353717154506
15,20191206.0,1071.0,1365060.998088649,1459983.9879176738,94922.98982902477,1792.5227089037205,1276.0,0.2538000936600423
16,20200309.0,1134.0,1459983.9879176738,1468953.1141417648,8969.126224091044,1450.4382405152635,324.0,0.11915261738405088
17,20200609.0,1197.0,1468953.1141417648,1637504.3626129744,168551.24847120955,2668.492568296593,831.0,0.2583114257518884
