,datadate,iter_num,begin_total_asset,end_total_asset,step_reward,turbulence,turbulence_threshold
0,20160105.0,126.0,1000000.0,1000457.1338777278,457.13387772778515,67.6346804279209,84.62093271070479
1,20160106.0,126.0,1000457.1338777278,999712.6779302707,-744.4559474571142,75.12985642578953,84.62093271070479
2,20160107.0,126.0,999712.6779302707,995419.9783341079,-4292.699596162769,81.1501523690919,84.62093271070479
3,20160108.0,126.0,995419.9783341079,992373.941472955,-3046.036861152854,79.044059323589,84.62093271070479
4,20160111.0,126.0,992373.941472955,990200.8440035658,-2173.097469389206,77.81606412177149,84.62093271070479
5,20160112.0,126.0,990200.8440035658,995531.7215163107,5330.877512744861,70.93352708405526,84.62093271070479
6,20160113.0,126.0,995531.7215163107,995146.7457114172,-384.97580489353277,68.75012264220382,84.62093271070479
7,20160114.0,126.0,995146.7457114172,986363.5698561366,-8783.175855280599,71.46815265248127,84.62093271070479
8,20160115.0,126.0,986363.5698561366,974619.2989416362,-11744.270914500346,67.62219748392084,84.62093271070479
9,20160118.0,126.0,974619.2989416362,973557.6320529659,-1061.6668886702973,67.5394897457194,84.62093271070479
10,20160119.0,126.0,973557.6320529659,981387.9517176298,7830.319664663868,70.24065529279913,84.62093271070479
11,20160120.0,126.0,981387.9517176298,966624.9823326551,-14762.969384974684,66.2686289926115,84.62093271070479
12,20160121.0,126.0,966624.9823326551,979185.8175842597,12560.835251604556,63.28254552340957,84.62093271070479
13,20160122.0,126.0,979185.8175842597,995283.2578275262,16097.440243266523,73.02523858084214,84.62093271070479
14,20160125.0,126.0,995283.2578275262,999679.3627107802,4396.10488325404,81.46640384587826,84.62093271070479
15,20160126.0,126.0,999679.3627107802,1001681.9597387875,2002.5970280072652,87.56062284821131,84.62093271070479
16,20160127.0,126.0,1001681.9597387875,1000958.1916687302,-723.7680700572673,108.0224828912575,84.62093271070479
17,20160128.0,126.0,1000958.1916687302,1000958.1916687302,0.0,94.09041600024385,84.62093271070479
18,20160129.0,126.0,1000958.1916687302,1000958.1916687302,0.0,112.05032435472542,84.62093271070479
19,20160201.0,126.0,1000958.1916687302,1000958.1916687302,0.0,115.67771775276506,84.62093271070479
20,20160202.0,126.0,1000958.1916687302,1000958.1916687302,0.0,116.70698669507809,84.62093271070479
21,20160203.0,126.0,1000958.1916687302,1000958.1916687302,0.0,124.8132498586418,84.62093271070479
22,20160204.0,126.0,1000958.1916687302,1000958.1916687302,0.0,115.93412320606564,84.62093271070479
23,20160205.0,126.0,1000958.1916687302,1000958.1916687302,0.0,105.89351179905859,84.62093271070479
24,20160208.0,126.0,1000958.1916687302,1000958.1916687302,0.0,114.06199249979271,84.62093271070479
25,20160209.0,126.0,1000958.1916687302,1000958.1916687302,0.0,100.08592116660385,84.62093271070479
26,20160210.0,126.0,1000958.1916687302,1000958.1916687302,0.0,87.49859318372562,84.62093271070479
27,20160211.0,126.0,1000958.1916687302,1000958.1916687302,0.0,83.39190751293519,84.62093271070479
28,20160212.0,126.0,1000958.1916687302,1002308.4145579584,1350.2228892281419,77.63396807231697,84.62093271070479
29,20160215.0,126.0,1002308.4145579584,1004955.2436183828,2646.8290604244685,82.49397329902763,84.62093271070479
30,20160216.0,126.0,1004955.2436183828,1003228.7653673021,-1726.4782510807272,86.06751849129209,84.62093271070479
31,20160217.0,126.0,1003228.7653673021,1003078.308323054,-150.45704424811993,77.34819534804394,84.62093271070479
32,20160218.0,126.0,1003078.308323054,1003487.8753405067,409.5670174526749,75.18190204083473,84.62093271070479
33,20160219.0,126.0,1003487.8753405067,1003242.0294339408,-245.84590656589717,85.48541300859037,84.62093271070479
34,20160222.0,126.0,1003242.0294339408,1003164.340643258,-77.68879068281967,87.33163544276506,84.62093271070479
35,20160223.0,126.0,1003164.340643258,1003164.340643258,0.0,83.56091989417314,84.62093271070479
36,20160224.0,126.0,1003164.340643258,1000845.7108507417,-2318.629792516236,75.61375448793166,84.62093271070479
37,20160225.0,126.0,1000845.7108507417,1003470.1496482284,2624.438797486713,85.8094393114848,84.62093271070479
38,20160226.0,126.0,1003470.1496482284,1003331.1393646485,-139.01028357993346,87.70582604034901,84.62093271070479
39,20160229.0,126.0,1003331.1393646485,1003331.1393646485,0.0,74.23975173501792,84.62093271070479
40,20160301.0,126.0,1003331.1393646485,1004305.2445489971,974.1051843486493,71.83965288836376,84.62093271070479
41,20160302.0,126.0,1004305.2445489971,1004361.5835485354,56.33899953821674,62.694628505220734,84.62093271070479
42,20160303.0,126.0,1004361.5835485354,1003363.8277116612,-997.7558368741302,64.0042626633455,84.62093271070479
43,20160304.0,126.0,1003363.8277116612,1005322.9681246466,1959.1404129853472,53.136307794329774,84.62093271070479
44,20160307.0,126.0,1005322.9681246466,1002511.1697164183,-2811.798408228322,48.31940978290884,84.62093271070479
45,20160308.0,126.0,1002511.1697164183,1000533.4915042364,-1977.6782121818978,54.20119739793252,84.62093271070479
46,20160309.0,126.0,1000533.4915042364,1003175.3775534808,2641.8860492444364,52.33195640320479,84.62093271070479
47,20160310.0,126.0,1003175.3775534808,991816.942478802,-11358.435074678739,59.6439176190724,84.62093271070479
48,20160311.0,126.0,991816.942478802,1005296.8138342609,13479.871355458861,68.19523490543058,84.62093271070479
49,20160314.0,126.0,1005296.8138342609,1013604.847369473,8308.033535212046,68.17045535063471,84.62093271070479
50,20160315.0,126.0,1013604.847369473,1011375.1270151029,-2229.7203543700743,69.25034032453445,84.62093271070479
51,20160316.0,126.0,1011375.1270151029,1012886.2268717984,1511.0998566955095,63.76910270234671,84.62093271070479
