,datadate,iter_num,begin_total_asset,end_total_asset,step_reward,turbulence,turbulence_threshold
0,20160105.0,126.0,1000000.0,999578.5921242925,-421.40787570748944,76.74834669173356,171.0940715631016
1,20160106.0,126.0,999578.5921242925,996167.5883759228,-3411.0037483697524,73.44828545163648,171.0940715631016
2,20160107.0,126.0,996167.5883759228,988939.6705585953,-7227.917817327427,64.97875977922243,171.0940715631016
3,20160108.0,126.0,988939.6705585953,985520.7060360201,-3418.964522575261,64.30284177449941,171.0940715631016
4,20160111.0,126.0,985520.7060360201,986970.6558914079,1449.949855387793,63.59754794373181,171.0940715631016
5,20160112.0,126.0,986970.6558914079,991058.204406643,4087.5485152351903,60.479092274092224,171.0940715631016
6,20160113.0,126.0,991058.204406643,976856.9718709872,-14201.232535655843,48.34159869648286,171.0940715631016
7,20160114.0,126.0,976856.9718709872,984930.502521548,8073.530650560744,51.37578652190349,171.0940715631016
8,20160115.0,126.0,984930.502521548,968515.2799334789,-16415.22258806904,55.07025891281538,171.0940715631016
9,20160119.0,126.0,968515.2799334789,966974.8516427494,-1540.4282907295274,61.982376036134575,171.0940715631016
10,20160120.0,126.0,966974.8516427494,951501.7601618357,-15473.091480913688,62.83532271063415,171.0940715631016
11,20160121.0,126.0,951501.7601618357,960566.281799521,9064.521637685248,65.31196216544198,171.0940715631016
12,20160122.0,126.0,960566.281799521,975929.1351270004,15362.853327479446,80.73402849510933,171.0940715631016
13,20160125.0,126.0,975929.1351270004,959481.2108294013,-16447.924297599122,78.96129802558653,171.0940715631016
14,20160126.0,126.0,959481.2108294013,978188.8762571261,18707.66542772483,98.3054627070323,171.0940715631016
15,20160127.0,126.0,978188.8762571261,969446.1345409959,-8742.741716130171,118.8089129678022,171.0940715631016
16,20160128.0,126.0,969446.1345409959,975531.7669157505,6085.632374754525,125.35874831961635,171.0940715631016
17,20160129.0,126.0,975531.7669157505,1002389.9302680771,26858.163352326606,146.69610037876666,171.0940715631016
18,20160201.0,126.0,1002389.9302680771,998455.4414279918,-3934.4888400852215,138.98080770846104,171.0940715631016
19,20160202.0,126.0,998455.4414279918,973478.422847108,-24977.018580883858,150.27282717418174,171.0940715631016
20,20160203.0,126.0,973478.422847108,981441.7838832467,7963.3610361387255,164.81635181346311,171.0940715631016
21,20160204.0,126.0,981441.7838832467,983764.6375391949,2322.853655948187,159.7826589418797,171.0940715631016
22,20160205.0,126.0,983764.6375391949,962951.3225117954,-20813.315027399454,165.05817479475604,171.0940715631016
23,20160208.0,126.0,962951.3225117954,944575.9009200188,-18375.421591776656,165.16296408971462,171.0940715631016
24,20160209.0,126.0,944575.9009200188,942937.7304848171,-1638.170435201726,143.65416426281934,171.0940715631016
25,20160210.0,126.0,942937.7304848171,939920.7311003479,-3016.99938446912,129.16608258133985,171.0940715631016
26,20160211.0,126.0,939920.7311003479,930190.9270973747,-9729.804002973251,119.24530938164445,171.0940715631016
27,20160212.0,126.0,930190.9270973747,951049.3183265257,20858.39122915105,132.36270058497198,171.0940715631016
28,20160216.0,126.0,951049.3183265257,963293.0343758883,12243.716049362556,122.25994983177824,171.0940715631016
29,20160217.0,126.0,963293.0343758883,977964.1291326312,14671.09475674294,111.7679634583375,171.0940715631016
30,20160218.0,126.0,977964.1291326312,970733.3402433268,-7230.7888893043855,118.60361633212852,171.0940715631016
31,20160219.0,126.0,970733.3402433268,970398.0563521734,-335.2838911534054,119.6501440344186,171.0940715631016
32,20160222.0,126.0,970398.0563521734,983206.047440882,12807.991088708513,104.8901816883255,171.0940715631016
33,20160223.0,126.0,983206.047440882,969060.567661998,-14145.479778883979,99.99718682717271,171.0940715631016
34,20160224.0,126.0,969060.567661998,972444.5836506757,3384.01598867774,100.94714209695948,171.0940715631016
35,20160225.0,126.0,972444.5836506757,983858.1244718119,11413.540821136208,113.56484851218413,171.0940715631016
36,20160226.0,126.0,983858.1244718119,981811.8407603942,-2046.2837114176946,105.22115635729836,171.0940715631016
37,20160229.0,126.0,981811.8407603942,974866.375443597,-6945.465316797257,88.79384248116797,171.0940715631016
38,20160301.0,126.0,974866.375443597,997921.2583992833,23054.882955686306,83.65846919789395,171.0940715631016
39,20160302.0,126.0,997921.2583992833,999054.8893599119,1133.6309606286231,82.68801993170342,171.0940715631016
40,20160303.0,126.0,999054.8893599119,1001807.4790237186,2752.5896638067206,72.61918109229288,171.0940715631016
41,20160304.0,126.0,1001807.4790237186,1003195.193541625,1387.7145179064246,70.23923251927624,171.0940715631016
42,20160307.0,126.0,1003195.193541625,1006135.084600761,2939.8910591359017,61.90868145148092,171.0940715631016
43,20160308.0,126.0,1006135.084600761,993106.9554540562,-13028.1291467048,68.79503889719822,171.0940715631016
44,20160309.0,126.0,993106.9554540562,996081.6303278202,2974.6748737640446,61.29686182489816,171.0940715631016
45,20160310.0,126.0,996081.6303278202,997846.0798855763,1764.4495577560738,57.83065616352437,171.0940715631016
46,20160311.0,126.0,997846.0798855763,1010725.2214612471,12879.141575670801,57.81369493088192,171.0940715631016
47,20160314.0,126.0,1010725.2214612471,1011250.330921912,525.1094606649131,58.27120883501057,171.0940715631016
48,20160315.0,126.0,1011250.330921912,1010775.8778565965,-474.4530653154943,62.404928785697,171.0940715631016
49,20160316.0,126.0,1010775.8778565965,1011531.8698760975,755.9920195010491,69.40233316274771,171.0940715631016
50,20160317.0,126.0,1011531.8698760975,1021142.6045700004,9610.734693902894,69.38766863687822,171.0940715631016
51,20160318.0,126.0,1021142.6045700004,1033068.7812145667,11926.176644566236,64.56891465882775,171.0940715631016
