,0
542,1862350.3345733723
543,1849703.7860703417
544,1849856.4260925103
545,1828687.7717163102
546,1834562.0158362144
547,1791790.134691938
548,1770535.145400313
549,1812154.1971557857
550,1855030.709179048
551,1834869.0332824558
552,1815941.7878995624
553,1829738.1772613379
554,1818354.3279647876
555,1805540.3335635238
556,1815941.593712662
557,1810919.6691130626
558,1779992.1377743853
559,1766657.6442810856
560,1739942.814070642
561,1690159.0773426981
562,1651376.4038375916
563,1690939.151390971
564,1696268.8811324912
565,1739031.273810997
566,1720391.0196372091
567,1725478.5255092352
568,1757217.1646504116
569,1766311.6047327204
570,1761269.803842579
571,1757898.1949363605
572,1792564.8835411845
573,1784775.3226392113
574,1814375.812738106
575,1811645.4572046562
576,1807966.5353896117
577,1818063.994668204
578,1794175.671615342
579,1786600.0068524804
580,1782079.6994205238
581,1762137.5403329853
582,1785031.14652879
583,1779793.4014756782
584,1799072.5430655873
585,1762253.0167147098
586,1773266.9533850984
587,1828331.6497117453
588,1834091.4471625828
589,1859719.6442361062
590,1892027.6097680426
591,1924192.0890040942
592,1935894.9625729402
593,1942801.2409113406
594,1935221.631064725
595,1899089.8259583542
596,1907591.966456421
597,1935800.726728609
598,1910050.4450348315
599,1940042.14003611
600,1937722.980443444
601,1927445.5452983973
602,1913372.3170929342
603,1902278.435694557
604,1869927.0521208735
605,1875353.9498034108
606,1893717.7197639258
607,1871329.4790126416
608,1829571.1495189604
609,1839511.820579257
610,1846375.4263746836
611,1829961.8397104568
612,1852205.7753003824
613,1851107.3860099711
614,1873656.8723363245
615,1866917.2498574392
616,1839378.9200403232
617,1847944.7540658754
618,1843333.7889604634
619,1845042.7189508951
620,1838173.673904983
621,1870734.3076195184
622,1842550.6657816924
623,1846973.3599999573
624,1876307.249243765
625,1870260.3828413042
626,1870381.4623979505
627,1884981.3767263729
628,1891032.6959251883
629,1923022.924594993
630,1906446.1351034448
631,1891750.3310452544
632,1901112.7967384353
633,1910149.4330526453
634,1928031.2291563284
635,1965989.372995708
636,1977403.2975579659
637,1985420.1351966045
638,1997424.478478177
639,2004811.9638263064
640,2008988.1253826637
641,2022986.2473235587
642,2012801.0344185077
643,1963193.421570852
644,1952816.0602021948
645,1978356.381269327
646,1969407.1503793064
647,1988831.8318258564
648,1952496.777066057
649,1979606.4286013392
650,1982023.7642777103
651,1975123.3824006198
652,1995425.5831107732
653,1994569.3722085943
654,1988383.5178810863
655,1946948.9201647397
656,1916803.9423889748
657,1909529.411999712
658,1868579.008398539
659,1816773.3123196482
660,1755848.5363053991
661,1691288.728647095
662,1635877.290915939
663,1556408.5959816694
664,1589478.9594271034
665,1518740.6249276605
666,1569163.1565925495
667,1626225.0737484302
668,1616838.5524957313
669,1614258.4101479864
670,1603053.1310900906
671,1512729.6250131717
672,1474021.8536908885
673,1466140.9022286956
674,1481654.3454361248
675,1524186.6427003169
676,1504740.873562583
677,1495663.0952175783
678,1521900.1424099645
679,1525548.8768708892
680,1573554.6494730264
681,1564342.4560124394
682,1505991.1909380718
683,1434487.574035354
684,1427253.984711379
685,1493914.167132743
686,1482609.4173465178
687,1421145.0385624638
688,1386455.5889175003
689,1401184.2010348735
690,1447888.2199359548
691,1500822.1384290399
692,1531567.1975135286
693,1475801.22496102
694,1520817.2624698875
695,1487001.5730519348
696,1409119.7524630197
697,1406323.7085046265
698,1422947.9885945495
699,1505755.2979569733
700,1498664.3145724323
701,1506760.2716982726
702,1458803.554815389
703,1357738.3368853328
704,1429278.1689722189
705,1482409.9140178917
706,1500133.1284818389
707,1553352.8964731956
708,1554127.8985218937
709,1589641.550935814
710,1576165.7624474235
711,1596343.393219688
712,1574284.3186414943
713,1587258.7794895798
714,1596191.4674301816
715,1563074.2681094962
716,1610009.8239856092
717,1652217.800165001
718,1634163.763279161
719,1634012.5400400977
720,1742909.9263189912
721,1757153.7037865142
722,1702955.28368794
723,1626966.3271897165
724,1682382.4395379063
725,1728540.4218480787
726,1686446.2738327407
727,1666639.8846985847
728,1684270.8738059083
729,1650067.7529057509
730,1660751.5203424834
731,1713038.3981048926
732,1683969.4983309333
733,1673319.5092622973
734,1660452.8138019857
735,1651036.6062185804
736,1628748.1983206433
737,1565425.5375931233
738,1560441.7074402203
739,1525967.866816556
740,1521631.3784048439
741,1527202.721163547
742,1606764.530410967
743,1626563.2575816181
744,1706207.8980368488
745,1691243.2606229975
746,1712014.2256178418
747,1722555.679407491
748,1710067.2891625704
749,1701441.9738795976
750,1661397.5771188783
751,1690907.996555187
752,1631103.8022658953
753,1635228.879568835
754,1595794.0622615945
755,1610939.3132280011
756,1604412.5106984738
757,1597995.1840514976
758,1644461.399948884
759,1638113.8347039828
760,1641350.9677934381
761,1646715.952513624
762,1644125.0219478584
763,1617873.422281785
764,1625963.4625008309
765,1639267.847870413
766,1684125.622733607
767,1712469.7842606932
768,1698365.5414816022
769,1703305.1253337958
770,1688622.266468128
771,1666522.2418479843
772,1702312.0985520286
773,1704597.0899125703
774,1720639.9257314357
775,1703756.3068038377
776,1724291.2309613402
777,1756367.8432044284
778,1761052.9159104342
779,1797154.9036438554
780,1792734.1930773896
781,1801182.7155891594
782,1799316.4386301753
783,1798128.4664876512
784,1819437.1634993667
785,1802557.542576212
786,1795255.1892224634
787,1792587.5908728798
788,1832276.5879273685
789,1840884.4989185864
790,1875216.0863876767
791,1877688.7221468678
792,1872514.210085174
793,1872351.47347147
794,1880770.924146051
795,1851568.5577550544
796,1874309.2932637047
797,1852688.1242646307
798,1849632.0898108922
799,1850140.8775881967
800,1870858.8535962482
801,1888366.06057549
802,1886342.4914275648
803,1867564.5032132678
804,1852535.5505738195
805,1857024.000059993
806,1843261.7381679125
807,1859133.3333343945
808,1855986.2337941343
809,1879257.5931692936
810,1883942.068854693
811,1870303.982041417
812,1803899.854612327
813,1807439.238612394
814,1847223.24222592
815,1866954.2232871337
816,1857858.4994577598
817,1866781.594719563
818,1901162.8346802222
819,1915634.6002608903
820,1925858.6265651106
821,1918490.7690453352
822,1875349.856605306
823,1869167.4424693815
824,1847684.3061393285
825,1852927.4042714094
826,1865168.1353223647
827,1873888.399020892
828,1856036.049502394
829,1821749.270043616
830,1840864.2691419537
831,1873359.0115006093
832,1862489.9953959826
833,1812217.3330582823
834,1804322.2188335077
835,1758136.359899203
836,1780200.4634156348
837,1796647.3356464552
838,1762605.6097420654
839,1776245.8418838715
840,1811040.5564706041
841,1785893.7811125545
842,1755562.454854253
843,1781655.8668291494
844,1731420.5963013298
845,1756121.8842915879
846,1783315.452183566
847,1829702.9827454044
848,1863407.278035091
849,1858060.5662870915
850,1852624.0577975295
851,1869930.58301308
852,1823345.345620468
853,1817748.4181937699
854,1788821.2764469667
855,1791479.6228855448
856,1793058.5565014416
857,1819574.1564658927
858,1782155.2933517364
859,1765198.1528022818
860,1753820.2347228068
861,1734084.899416911
862,1718327.72288626
863,1736303.58239394
864,1768684.7481641036
865,1728285.1481713154
866,1732315.6657031868
867,1743565.6021497366
868,1736654.852570546
869,1769273.5488367
870,1732074.1898676315
871,1727226.5246771835
872,1674844.9860022673
873,1651004.0414992091
874,1649422.8901418692
875,1679583.725598337
876,1691759.268590002
877,1680168.7264670802
878,1681574.0600251844
879,1687513.702166718
880,1677222.1204607943
881,1674285.5868582411
882,1709204.620418841
883,1709714.8446411963
884,1737008.107396466
885,1750928.1697908314
886,1730030.550060775
887,1708024.3926820052
888,1673277.0080525125
889,1670788.7599063183
890,1686110.8286041615
891,1673747.2757042104
892,1754943.016160348
893,1769360.5385733766
894,1791721.0024494631
895,1787875.0984465764
896,1806164.2811956569
897,1779750.5506778536
898,1776925.885321467
899,1798445.8066986152
900,1794754.5485147932
901,1791689.343911405
902,1831025.0141574317
903,1838002.341653245
904,1838819.952449318
905,1858232.0078933456
906,1877352.96473928
907,1851338.002138149
908,1793448.4635629074
909,1781595.7600903974
910,1790689.5634258236
911,1810243.6052318953
912,1823659.031298001
913,1860246.2722062871
914,1864342.2250341643
915,1862487.9624836901
916,1832045.0488367432
917,1915082.9664161182
918,1935900.6550651526
919,1955866.653671503
920,1950784.6499975529
921,1960254.0072410393
922,1958965.8160488843
923,1953701.8551817872
924,1970266.2370662175
925,1959083.1836591423
926,1971654.1967460408
927,1984502.5190282948
928,1983769.4481887459
929,1996509.0715939258
930,1988450.1262393924
931,1972925.9869228187
932,1965791.9674885895
933,1980409.624673374
934,1975070.7077062877
935,1975257.256180576
936,1940968.2979343226
937,1961079.936213861
938,1957825.9437858907
939,1928628.877681338
940,1943102.468269758
941,2000820.6737298064
942,2014390.858289449
943,2014176.838913251
944,2033205.9913223793
945,2051613.0500737492
946,2044562.3808223484
947,2090126.324744173
948,2083947.089056097
949,2064170.6403997762
950,2073259.9207966374
951,2072369.5729923504
952,2102691.7993305437
953,2098728.6781405397
954,2093574.9772914762
955,2049341.5104835182
956,2037023.836620398
957,2023492.2565487043
958,2048758.8996499707
959,2053252.566601824
960,2065751.7283052567
961,2094213.368024559
962,2065012.337609161
963,2066282.2318628312
964,2052969.8178595076
965,2064509.6094338319
966,2042570.613651927
967,2045715.007139118
968,2078825.3760886283
969,2090819.224436667
970,2099275.7395684356
971,2097545.5259830314
972,2086841.1126607913
973,2052198.2981262766
974,2061883.5945777504
975,2076913.3225120825
976,2089816.1292426982
977,2089860.6581106535
978,2128295.426814268
979,2128267.039411634
980,2160557.458846966
981,2166137.557556812
982,2155645.458038927
983,2140908.4766817708
984,2111669.373756657
985,2116299.6289522634
986,2108817.027799636
987,2117766.6739811455
988,2127375.7029953776
989,2106155.5735747656
990,2097693.1430076705
991,2063979.9151241472
992,2116278.256555485
993,2142109.2974777496
994,2137174.6368778087
995,2150605.108218588
996,2161653.281345567
997,2162534.2383713946
998,2178128.6328755096
999,2183927.2028902844
1000,2202829.7620189064
1001,2208728.860210617
1002,2208818.9421017217
1003,2209598.267279961
1004,2206327.682318651
1005,2238295.418999766
1006,2234803.5781540433
1007,2245687.6049989336
1008,2261660.0187029634
1009,2265032.0849580765
1010,2261486.832719322
1011,2262040.4201154034
1012,2258608.300113012
1013,2269994.030586751
1014,2266313.66860825
1015,2274043.1222603307
1016,2262504.97971437
1017,2267266.2536417753
1018,2257017.5696647507
1019,2316723.899598266
1020,2316481.1819779295
1021,2315697.1675978936
1022,2293081.3958766335
1023,2282101.899279779
1024,2273402.207619746
1025,2278842.3018430476
1026,2290523.1583172265
1027,2287849.4626198937
1028,2279531.20903436
1029,2278753.530361804
1030,2285852.9219317785
1031,2280131.5119061656
1032,2293313.8829946974
1033,2295541.302690851
1034,2311374.237580689
1035,2326361.833392703
1036,2348276.802993465
1037,2341184.2761027063
1038,2340952.241569795
1039,2330628.649225695
1040,2324569.2985719014
1041,2341417.8188310354
1042,2270696.4488678197
1043,2270016.4201226397
1044,2242261.891085272
1045,2242031.6119805863
1046,2256101.002122356
1047,2255534.390467398
1048,2273113.334275257
1049,2300497.2553035845
1050,2277501.024695574
1051,2274597.7976668854
1052,2278298.988801312
1053,2324569.9173280126
1054,2309332.7214826806
1055,2265431.319088198
1056,2234713.2651650184
1057,2262546.8804554013
1058,2225114.890362005
1059,2248045.362712598
1060,2267871.0785945985
1061,2257813.572950051
1062,2251805.785692927
1063,2295301.026640182
1064,2313670.7992228502
1065,2332194.8356695487
1066,2347871.3961614845
1067,2332864.0088139405
1068,2318931.0033389777
1069,2327454.066797801
1070,2341171.468976147
1071,2322318.8640436633
1072,2318768.579814593
1073,2317267.6746377796
1074,2325867.197924882
1075,2323185.3846379565
1076,2326212.8001768803
1077,2310522.612257049
1078,2315342.0619075014
1079,2292016.1478506885
1080,2287636.9179580496
1081,2329383.209002667
1082,2303349.5704344218
1083,2293229.684776705
1084,2244798.0856638676
1085,2247835.275988218
1086,2231301.3453045646
1087,2266479.702707233
1088,2272604.9649132397
1089,2228297.564053634
1090,2204406.6393550867
1091,2201023.8412970817
1092,2156203.9594693203
1093,2130662.555107676
1094,2135994.400272982
1095,2140209.331560256
1096,2197249.57432305
1097,2229683.5742880907
1098,2241314.008051385
1099,2222876.4733372997
1100,2253048.838304656
1101,2264813.6319710314
1102,2275112.5184441195
1103,2316675.697043083
1104,2305096.6017636564
1105,2339629.5087307952
1106,2353597.3885561484
1107,2354315.787000004
1108,2358598.193938148
1109,2360533.506627296
1110,2374060.872613395
1111,2383159.5931655373
1112,2380637.3760088077
1113,2408109.5576638896
1114,2443936.083072054
1115,2436363.5302334237
1116,2463837.4319699435
1117,2419353.3184029213
1118,2413963.2990326253
1119,2428536.4269707073
1120,2449056.925409091
1121,2419736.150407907
1122,2434541.833368231
1123,2420439.90859222
1124,2407209.6314214095
1125,2399152.6559994207
1126,2379564.795274065
1127,2340755.7402206915
1128,2381118.250363997
1129,2399911.7967359577
1130,2378300.56470409
1131,2340697.6709083784
1132,2317578.439973051
1133,2330753.5925764586
1134,2358346.154604871
1135,2356330.6290764064
1136,2349695.977864748
1137,2279059.0598568423
1138,2228467.046008386
1139,2190266.6383093805
1140,2216420.684389489
1141,2253342.7191215833
1142,2282399.521834397
1143,2271859.3771599564
1144,2297115.830217924
1145,2288128.0113370353
1146,2256133.654635413
1147,2306231.357938785
1148,2267125.959150046
1149,2311974.0163137517
1150,2331806.794838262
1151,2335372.4411608316
1152,2355216.918231811
1153,2369747.9237902095
1154,2381169.9347227667
1155,2368960.370898701
1156,2393690.2907882994
1157,2427505.590975346
1158,2431429.1738334196
1159,2423448.931929038
1160,2426773.535252301
1161,2450596.394650719
1162,2404109.6075113514
1163,2407822.2440768364
1164,2413971.7390519385
1165,2439244.3188854344
1166,2465908.5142075284
1167,2527356.7599181784
1168,2514269.9150642217
1169,2521201.8312235656
1170,2500285.543515848
1171,2485515.683461662
1172,2485186.4717806685
1173,2492230.4094443023
1174,2502977.322214138
1175,2506481.6481296327
1176,2512617.5404145177
1177,2492805.243125062
1178,2485611.5414760485
1179,2477943.7492836253
1180,2444008.35304806
1181,2443991.4128088495
1182,2462007.663682704
1183,2455878.2311533843
1184,2461695.3378025047
1185,2406680.8199359677
1186,2382173.4790022466
1187,2391214.52517765
1188,2363736.5491177444
1189,2404289.551389911
1190,2374013.3926728605
1191,2374939.7513057548
1192,2400512.285949678
1193,2422981.671102996
1194,2418241.617675504
1195,2464713.15246221
1196,2463396.046040886
1197,2456440.977665626
1198,2463161.2993467376
1199,2497510.8579271575
1200,2493587.445612204
1201,2507323.773981802
1202,2502677.185059891
1203,2494154.189057277
1204,2484136.9875100185
1205,2497295.76452444
1206,2500085.995737222
1207,2491911.79904404
1208,2494196.1817176244
1209,2477766.0322664957
1210,2517266.2494922155
1211,2493321.8772753635
1212,2468675.3708195235
1213,2459204.9669058644
1214,2451770.715804528
1215,2440635.8779166066
1216,2490841.8815943142
1217,2509731.3355453764
1218,2508812.0474725906
1219,2510096.570927024
1220,2517280.87832587
1221,2514091.5101946704
1222,2541793.852578519
1223,2541215.797175761
1224,2568122.3067591605
1225,2567815.8641886404
1226,2587571.077216365
1227,2586458.809418593
1228,2573380.559079918
1229,2586958.0585522954
1230,2613831.318214647
1231,2633098.2680307715
1232,2637699.575522529
1233,2650238.317479013
1234,2633690.4506874545
1235,2638266.8982617194
1236,2674223.0104624988
1237,2673856.291018228
1238,2674630.3818995515
1239,2666073.8354615
1240,2665335.602922714
1241,2708117.3174408656
1242,2718724.698720292
1243,2730806.88644875
1244,2716408.95420104
1245,2725218.086777572
1246,2712418.5873056552
1247,2716863.3192433547
1248,2727219.935357134
1249,2728642.7677714303
1250,2744391.7464785054
1251,2748854.180546677
1252,2738568.8963392093
1253,2742985.674784559
1254,2688320.506287235
1255,2668015.1487454628
1256,2667615.6196763148
1257,2689867.0586995147
1258,2691621.129492515
1259,2665524.693937787
1260,2647364.3484291383
1261,2637232.142619113
1262,2636062.1445096117
1263,2690369.77189079
1264,2669856.9285222217
1265,2690691.425088826
1266,2736929.960797021
1267,2757874.4576708805
1268,2779059.8700098107
1269,2806232.077938214
1270,2794423.494652809
1271,2764641.691373684
1272,2773438.0852858783
1273,2771782.5028718407
1274,2784791.9713537386
1275,2776047.4281172235
1276,2759741.014171238
1277,2773473.3909739302
1278,2777980.3406818802
1279,2771947.533093402
1280,2836057.6498250775
1281,2818760.1342583974
1282,2825862.724460218
1283,2820736.0099854963
